phase,signature,dataset,model_type,width_factor,depth,poison_ratio,poison_type,alpha,data_ordering,aggregator,batch_size,mean_test_acc,std_test_acc,mean_test_loss,std_test_loss,mean_val_acc,std_val_acc,mean_val_loss,std_val_loss,num_parameters,best_epoch,seed
exp1_vary_width,mnist|cnn|64|16|0.75|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,64,16,0.75,random_noise,100.0,shuffle,fedavg,128,0.8988,0.0,1.3654890226364136,0.0,0.8885,0.0,1.3785117343266804,0.0,557258,25,42
exp1_vary_width,mnist|lr|1|4|0.25|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,4,0.25,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.301328294754028,0.0,0.1726666666666666,0.0,3.0929844360351564,0.0,819,0,42
exp1_vary_width,mnist|cnn|64|16|1.0|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,64,16,1.0,label_flip,100.0,shuffle,fedavg,128,0.0892,0.0,2.3059746719360352,0.0,0.1046666666666666,0.0,2.3313170579274494,0.0,557258,9,42
exp1_vary_width,mnist|cnn|64|16|1.0|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,64,16,1.0,random_noise,100.0,shuffle,fedavg,128,0.0892,0.0,2.305977383804321,0.0,0.1138333333333333,0.0,2.318899232228597,0.0,557258,7,42
exp1_vary_width,mnist|lr|1|4|0.5|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,4,0.5,label_flip,100.0,shuffle,fedavg,128,0.1135,0.0,2.301733681106567,0.0,0.111,0.0,2.3015915686289468,0.0,819,5,42
exp1_vary_width,mnist|lr|1|4|0.5|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,4,0.5,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.301566175079346,0.0,0.111,0.0,2.301582261403402,0.0,819,4,42
exp1_vary_width,mnist|cnn|64|1|0.0|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,64,1,0.0,label_flip,100.0,shuffle,fedavg,128,0.9803,0.0,0.062317037601181,0.0,0.9798333333333332,0.0,0.0810182332098484,0.0,502538,41,42
exp1_vary_width,mnist|lr|1|4|0.75|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,4,0.75,label_flip,100.0,shuffle,fedavg,128,0.0974,0.0,2.3024022605895995,0.0,0.1093333333333333,0.0,2.3159987602233887,0.0,819,1,42
exp1_vary_width,mnist|lr|1|4|0.75|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,4,0.75,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.302162475204468,0.0,0.1625,0.0,2.3151771742502847,0.0,819,0,42
exp1_vary_width,mnist|cnn|64|1|0.0|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,64,1,0.0,random_noise,100.0,shuffle,fedavg,128,0.9803,0.0,0.062317037601181,0.0,0.9798333333333332,0.0,0.0810182332098484,0.0,502538,41,42
exp1_vary_width,mnist|lr|1|4|1.0|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,4,1.0,label_flip,100.0,shuffle,fedavg,128,0.0974,0.0,2.3043307010650635,0.0,0.0995,0.0,2.3079884122212726,0.0,819,2,42
exp1_vary_width,mnist|cnn|64|1|0.25|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,64,1,0.25,label_flip,100.0,shuffle,fedavg,128,0.9747,0.0,0.0851397183261811,0.0,0.9736666666666668,0.0,0.0962163947621981,0.0,502538,20,42
exp1_vary_width,mnist|cnn|64|1|0.25|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,64,1,0.25,random_noise,100.0,shuffle,fedavg,128,0.9715,0.0,0.0874386502936482,0.0,0.9731666666666666,0.0,0.0987968461513519,0.0,502538,18,42
exp1_vary_width,mnist|lr|1|4|1.0|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,4,1.0,random_noise,100.0,shuffle,fedavg,128,0.0892,0.0,2.302795715332031,0.0,0.1093333333333333,0.0,2.3058228143056234,0.0,819,2,42
exp1_vary_width,mnist|cnn|64|1|0.5|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,64,1,0.5,label_flip,100.0,shuffle,fedavg,128,0.9541,0.0,0.2456048959493637,0.0,0.9483333333333334,0.0,0.2616610800822576,0.0,502538,17,42
exp1_vary_width,mnist|lr|1|16|0.0|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,16,0.0,label_flip,100.0,shuffle,fedavg,128,0.1135,0.0,2.331865970611572,0.0,0.111,0.0,2.332121093114217,0.0,867,0,42
exp1_vary_width,mnist|cnn|64|1|0.5|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,64,1,0.5,random_noise,100.0,shuffle,fedavg,128,0.9516,0.0,0.2696339972257614,0.0,0.9441666666666668,0.0,0.2883759523232778,0.0,502538,8,42
exp1_vary_width,mnist|lr|1|16|0.0|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,16,0.0,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.3319140956878663,0.0,0.111,0.0,2.3321859747568765,0.0,867,0,42
exp1_vary_width,mnist|cnn|64|1|0.75|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,64,1,0.75,label_flip,100.0,shuffle,fedavg,128,0.9176,0.0,0.5135909724235534,0.0,0.9215,0.0,0.5385035966237386,0.0,502538,22,42
exp1_vary_width,mnist|lr|1|16|0.25|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,16,0.25,label_flip,100.0,shuffle,fedavg,128,0.1135,0.0,2.330531916427612,0.0,0.111,0.0,2.330634448369344,0.0,867,0,42
exp1_vary_width,mnist|cnn|64|1|0.75|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,64,1,0.75,random_noise,100.0,shuffle,fedavg,128,0.9176,0.0,0.5249857957839966,0.0,0.9311666666666668,0.0,0.5793316620190938,0.0,502538,16,42
exp1_vary_width,mnist|cnn|64|1|1.0|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,64,1,1.0,label_flip,100.0,shuffle,fedavg,128,0.1158,0.0,2.313507413864136,0.0,0.1251666666666666,0.0,2.3336104774475097,0.0,502538,7,42
exp1_vary_width,mnist|lr|1|16|0.25|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,16,0.25,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.3315087020874024,0.0,0.111,0.0,2.3316572214762368,0.0,867,0,42
exp1_vary_width,mnist|cnn|64|1|1.0|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,64,1,1.0,random_noise,100.0,shuffle,fedavg,128,0.1492,0.0,2.3061022357940675,0.0,0.1493333333333333,0.0,2.30153630510966,0.0,502538,8,42
exp1_vary_width,mnist|lr|1|16|0.5|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,16,0.5,label_flip,100.0,shuffle,fedavg,128,0.1135,0.0,2.330620930862427,0.0,0.111,0.0,2.3309081573486328,0.0,867,0,42
exp1_vary_width,mnist|lr|1|16|0.5|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,16,0.5,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.332328385925293,0.0,0.111,0.0,2.3327172711690265,0.0,867,0,42
exp1_vary_width,cifar10|cnn|16|1|0.0|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,16,1,0.0,label_flip,100.0,shuffle,fedavg,128,0.621,0.0,1.114066361618042,0.0,0.6208,0.0,1.1482718517303467,0.0,164330,64,42
exp1_vary_width,mnist|lr|1|16|0.75|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,16,0.75,label_flip,100.0,shuffle,fedavg,128,0.1135,0.0,2.330273087310791,0.0,0.111,0.0,2.3305138460795085,0.0,867,0,42
exp1_vary_width,mnist|lr|1|16|0.75|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,16,0.75,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.332513703155517,0.0,0.111,0.0,2.332941272735596,0.0,867,0,42
exp1_vary_width,cifar10|cnn|16|1|0.0|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,16,1,0.0,random_noise,100.0,shuffle,fedavg,128,0.621,0.0,1.114066361618042,0.0,0.6208,0.0,1.1482718517303467,0.0,164330,64,42
exp1_vary_width,mnist|lr|1|16|1.0|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,16,1.0,label_flip,100.0,shuffle,fedavg,128,0.101,0.0,2.330344679260254,0.0,0.1036666666666666,0.0,2.3304892292022705,0.0,867,0,42
exp1_vary_width,mnist|lr|1|16|1.0|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,16,1.0,random_noise,100.0,shuffle,fedavg,128,0.0974,0.0,2.329185697937012,0.0,0.1016666666666666,0.0,3540013.9293333334,0.0,867,2,42
exp1_vary_width,cifar10|cnn|16|1|0.25|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,16,1,0.25,label_flip,100.0,shuffle,fedavg,128,0.564,0.0,1.2703146757125854,0.0,0.5668,0.0,1.2864761878967286,0.0,164330,72,42
exp1_vary_width,mnist|lr|1|64|0.0|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,64,0.0,label_flip,100.0,shuffle,fedavg,128,0.1135,0.0,2.300980048370361,0.0,0.111,0.0,2.3012191321055093,0.0,1059,3,42
exp1_vary_width,cifar10|cnn|16|1|0.25|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,16,1,0.25,random_noise,100.0,shuffle,fedavg,128,0.5715,0.0,1.266033853340149,0.0,0.566,0.0,1.285818992614746,0.0,164330,54,42
exp1_vary_width,mnist|lr|1|64|0.0|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,64,0.0,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.301087087249756,0.0,0.111,0.0,2.301204875310262,0.0,1059,3,42
exp1_vary_width,cifar10|cnn|16|1|0.5|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,16,1,0.5,label_flip,100.0,shuffle,fedavg,128,0.4832,0.0,1.6187667966842652,0.0,0.4744,0.0,1.6546793071746826,0.0,164330,15,42
exp1_vary_width,mnist|lr|1|64|0.25|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,64,0.25,label_flip,100.0,shuffle,fedavg,128,0.1135,0.0,2.3013307792663573,0.0,0.111,0.0,2.3009497509002688,0.0,1059,5,42
exp1_vary_width,cifar10|cnn|16|1|0.5|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,16,1,0.5,random_noise,100.0,shuffle,fedavg,128,0.4847,0.0,1.6040762687683106,0.0,0.4812,0.0,1.6265132804870606,0.0,164330,25,42
exp1_vary_width,mnist|lr|1|64|0.25|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,64,0.25,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.3012343257904053,0.0,0.111,0.0,2.3009995873769125,0.0,1059,4,42
exp1_vary_width,cifar10|cnn|16|1|0.75|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,16,1,0.75,label_flip,100.0,shuffle,fedavg,128,0.4117,0.0,1.8392864891052243,0.0,0.4256,0.0,1.8659623973846435,0.0,164330,6,42
exp1_vary_width,cifar10|cnn|16|1|0.75|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,16,1,0.75,random_noise,100.0,shuffle,fedavg,128,0.4124,0.0,1.834973189163208,0.0,0.4224,0.0,1.849363904762268,0.0,164330,12,42
exp1_vary_width,cifar10|cnn|16|1|1.0|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,16,1,1.0,label_flip,100.0,shuffle,fedavg,128,0.0983,0.0,2.317635523223877,0.0,0.1166,0.0,2.3501516925811767,0.0,164330,2,42
exp1_vary_width,mnist|lr|1|64|0.5|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,64,0.5,label_flip,100.0,shuffle,fedavg,128,0.1135,0.0,2.3015865844726564,0.0,0.111,0.0,2.3015754585266115,0.0,1059,7,42
exp1_vary_width,cifar10|cnn|16|1|1.0|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,16,1,1.0,random_noise,100.0,shuffle,fedavg,128,0.1296,0.0,2.291086573791504,0.0,0.1314,0.0,2.293308757019043,0.0,164330,1,42
exp1_vary_width,mnist|lr|1|64|0.5|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,64,0.5,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.301625838470459,0.0,0.111,0.0,2.301712412516276,0.0,1059,4,42
exp1_vary_width,cifar10|lr|64|64|0.0|label_flip|100.0|shuffle|fedavg|128|42,cifar10,lr,64,64,0.0,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.313650706863404,0.0,0.106,0.0,2.3399240909576418,0.0,467594,2,42
exp1_vary_width,cifar10|lr|64|64|0.0|random_noise|100.0|shuffle|fedavg|128|42,cifar10,lr,64,64,0.0,random_noise,100.0,shuffle,fedavg,128,0.1,0.0,2.313650706863404,0.0,0.106,0.0,2.3399240909576418,0.0,467594,2,42
exp1_vary_width,mnist|lr|1|64|0.75|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,64,0.75,label_flip,100.0,shuffle,fedavg,128,0.0974,0.0,2.302287846374512,0.0,0.0995,0.0,2.303281662623088,0.0,1059,3,42
exp1_vary_width,cifar10|lr|64|64|0.25|label_flip|100.0|shuffle|fedavg|128|42,cifar10,lr,64,64,0.25,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.313669107055664,0.0,0.106,0.0,2.430004192352295,0.0,467594,6,42
exp1_vary_width,mnist|lr|1|64|0.75|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,64,0.75,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.302104228591919,0.0,0.111,0.0,2.302329905192057,0.0,1059,5,42
exp1_vary_width,cifar10|lr|64|64|0.25|random_noise|100.0|shuffle|fedavg|128|42,cifar10,lr,64,64,0.25,random_noise,100.0,shuffle,fedavg,128,0.1,0.0,2.313717251968384,0.0,0.1054,0.0,2.464726957321167,0.0,467594,8,42
exp1_vary_width,mnist|lr|1|64|1.0|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,64,1.0,label_flip,100.0,shuffle,fedavg,128,0.0974,0.0,2.3043137107849123,0.0,0.0995,0.0,2.3071889457702635,0.0,1059,2,42
exp1_vary_width,cifar10|lr|64|64|0.5|label_flip|100.0|shuffle|fedavg|128|42,cifar10,lr,64,64,0.5,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.313703495788574,0.0,0.1092,0.0,2.3910706108093263,0.0,467594,4,42
exp1_vary_width,mnist|lr|1|64|1.0|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,64,1.0,random_noise,100.0,shuffle,fedavg,128,0.0892,0.0,2.302879711151123,0.0,0.0961666666666666,0.0,2.33588378461202,0.0,1059,0,42
exp1_vary_width,cifar10|lr|64|64|0.5|random_noise|100.0|shuffle|fedavg|128|42,cifar10,lr,64,64,0.5,random_noise,100.0,shuffle,fedavg,128,0.1,0.0,2.313709688568115,0.0,0.1088,0.0,2.4775567295074463,0.0,467594,7,42
exp1_vary_width,cifar10|lr|64|64|0.75|label_flip|100.0|shuffle|fedavg|128|42,cifar10,lr,64,64,0.75,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.3137168827056884,0.0,0.1022,0.0,2.342907437133789,0.0,467594,2,42
exp1_vary_width,cifar10|lr|64|64|0.75|random_noise|100.0|shuffle|fedavg|128|42,cifar10,lr,64,64,0.75,random_noise,100.0,shuffle,fedavg,128,0.1,0.0,2.3136682384490967,0.0,0.1028,0.0,2.465212851715088,0.0,467594,8,42
exp1_vary_width,cifar10|lr|64|64|1.0|label_flip|100.0|shuffle|fedavg|128|42,cifar10,lr,64,64,1.0,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.3137317222595213,0.0,0.1066,0.0,2.441186623001099,0.0,467594,7,42
exp1_vary_width,mnist|cnn|1|4|0.0|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,1,4,0.0,label_flip,100.0,shuffle,fedavg,128,0.9407,0.0,0.1912779880046844,0.0,0.9358333333333332,0.0,0.2187146972417831,0.0,548,83,42
exp1_vary_width,cifar10|lr|64|64|1.0|random_noise|100.0|shuffle|fedavg|128|42,cifar10,lr,64,64,1.0,random_noise,100.0,shuffle,fedavg,128,0.1,0.0,2.31368914718628,0.0,0.1052,0.0,2.460924621963501,0.0,467594,9,42
exp1_vary_width,cifar10|cnn|64|4|0.0|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,4,0.0,label_flip,100.0,shuffle,fedavg,128,0.7755,0.0,0.6536463832855225,0.0,0.7764,0.0,0.6469836767673492,0.0,154058,67,42
exp1_vary_width,mnist|cnn|1|4|0.0|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,1,4,0.0,random_noise,100.0,shuffle,fedavg,128,0.9395,0.0,0.1946717424869537,0.0,0.9353333333333332,0.0,0.2194215662876765,0.0,548,79,42
exp1_vary_width,cifar10|cnn|64|4|0.0|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,4,0.0,random_noise,100.0,shuffle,fedavg,128,0.7755,0.0,0.6536463832855225,0.0,0.7764,0.0,0.6469836767673492,0.0,154058,67,42
exp1_vary_width,cifar10|cnn|64|4|0.25|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,4,0.25,label_flip,100.0,shuffle,fedavg,128,0.6794,0.0,1.0432838104248048,0.0,0.674,0.0,1.0485744480133057,0.0,154058,48,42
exp1_vary_width,mnist|cnn|1|4|0.25|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,1,4,0.25,label_flip,100.0,shuffle,fedavg,128,0.8913,0.0,0.4344440113067627,0.0,0.8865,0.0,0.4546727817853291,0.0,548,93,42
exp1_vary_width,mnist|cnn|1|4|0.25|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,1,4,0.25,random_noise,100.0,shuffle,fedavg,128,0.805,0.0,0.8120307663917542,0.0,0.8081666666666667,0.0,0.8328008468945821,0.0,548,26,42
exp1_vary_width,cifar10|cnn|64|4|0.25|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,4,0.25,random_noise,100.0,shuffle,fedavg,128,0.7031,0.0,1.0036104986190797,0.0,0.6918,0.0,1.0043174098968506,0.0,154058,56,42
exp1_vary_width,mnist|cnn|1|4|0.5|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,1,4,0.5,label_flip,100.0,shuffle,fedavg,128,0.6818,0.0,1.6979694864273072,0.0,0.6716666666666666,0.0,1.6992547346750897,0.0,548,4,42
exp1_vary_width,mnist|cnn|1|4|0.5|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,1,4,0.5,random_noise,100.0,shuffle,fedavg,128,0.6845,0.0,1.671336221885681,0.0,0.6798333333333333,0.0,1.673233697573344,0.0,548,3,42
exp1_vary_width,mnist|cnn|1|4|0.75|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,1,4,0.75,label_flip,100.0,shuffle,fedavg,128,0.5055,0.0,2.003613677978516,0.0,0.5485,0.0,2.0798018627166748,0.0,548,11,42
exp1_vary_width,cifar10|cnn|64|4|0.5|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,4,0.5,label_flip,100.0,shuffle,fedavg,128,0.5965,0.0,1.4748440898895263,0.0,0.594,0.0,1.4905160066604617,0.0,154058,44,42
exp1_vary_width,mnist|cnn|1|4|0.75|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,1,4,0.75,random_noise,100.0,shuffle,fedavg,128,0.5259,0.0,2.004194955444336,0.0,0.5546666666666666,0.0,2.071403179804484,0.0,548,8,42
exp1_vary_width,mnist|cnn|1|4|1.0|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,1,4,1.0,label_flip,100.0,shuffle,fedavg,128,0.0987,0.0,2.30428624420166,0.0,0.1545,0.0,2.305694932937622,0.0,548,1,42
exp1_vary_width,mnist|cnn|1|4|1.0|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,1,4,1.0,random_noise,100.0,shuffle,fedavg,128,0.091,0.0,2.302845209503174,0.0,0.1286666666666666,0.0,2.3062502867380776,0.0,548,0,42
exp1_vary_width,cifar10|cnn|64|4|0.5|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,4,0.5,random_noise,100.0,shuffle,fedavg,128,0.6042,0.0,1.3931932777404783,0.0,0.5964,0.0,1.3935976793289184,0.0,154058,62,42
exp1_vary_width,cifar10|cnn|64|4|0.75|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,4,0.75,label_flip,100.0,shuffle,fedavg,128,0.4992,0.0,1.7482168376922609,0.0,0.5038,0.0,1.7596916234970092,0.0,154058,32,42
exp1_vary_width,cifar10|cnn|64|4|0.75|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,4,0.75,random_noise,100.0,shuffle,fedavg,128,0.502,0.0,1.7327959365844727,0.0,0.4936,0.0,1.7469563358306883,0.0,154058,30,42
exp1_vary_width,cifar10|cnn|64|4|1.0|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,4,1.0,label_flip,100.0,shuffle,fedavg,128,0.119,0.0,2.3059055587768555,0.0,0.1338,0.0,2.3196333152771,0.0,154058,12,42
exp1_vary_width,cifar10|cnn|64|4|1.0|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,4,1.0,random_noise,100.0,shuffle,fedavg,128,0.1295,0.0,2.2826568824768065,0.0,0.1314,0.0,2.2882093742370606,0.0,154058,2,42
exp1_vary_width,cifar10|cnn|1|4|0.0|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,1,4,0.0,label_flip,100.0,shuffle,fedavg,128,0.401,0.0,1.6956088920593262,0.0,0.4132,0.0,1.696519082450867,0.0,716,67,42
exp1_vary_width,cifar10|cnn|16|64|0.0|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,16,64,0.0,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.31018392868042,0.0,0.1002,0.0,2.311004600143433,0.0,148826,0,42
